şarkı,stemmed_str
Aşk Gitti Bizden,bek özl hay kal kal aşk gel gel yoll yoll gözl bek özl bek gec git git yalnızl gel gel kal gec kal özl hay gözl özl bek aşk bek yalnızl bek gec yalnızl gel gel aşk rüy yalnızl rüy yalnızl bek yoll hay hay yoll yoll özl rüy özl kal bek kal git yoll gec kal rüy bek rüy git gözl bek aşk yalnızl özl gözl gözl bek yalnızl gel gözl gözl gözl özl kal git gözl gözl kal rüy rüy yoll kal rüy bek gel hay yalnızl hay bek kal yoll bek gel gözl hay aşk bek yoll rüy rüy kal git gel gözl yoll kal gel aşk gec hay gec rüy gel hay gözl bek git rüy rüy kal özl gözl bek bek git gözl gel gözl gözl özl rüy bek gel yalnızl kal gec gözl hay aşk hay yalnızl rüy gel bek özl gözl bek gel gec rüy hay git gözl git hay hay yalnızl hay hay hay gec git gec hay hay özl aşk yalnızl gel hay aşk hay gözl yoll bek gözl yalnızl rüy bek rüy bek gec aşk gec git git hay git hay gec aşk yoll git özl bek bek git yoll bek yoll rüy aşk bek hay aşk gözl git özl gel özl aşk gel özl özl bek gözl rüy rüy aşk yalnızl yalnızl gözl özl bek aşk hay özl bek gözl gec bek hay gözl bek gec kal aşk özl kal yalnızl özl yoll yoll gel hay özl aşk rüy gözl özl kal gel hay gec rüy aşk bek gel kal kal kal git yoll gözl kal gel yoll özl özl kal rüy kal git özl yalnızl yoll hay yoll kal hay özl özl yoll git kal yoll yalnızl git hay gel özl kal rüy aşk özl rüy yoll bek yoll kal hay yoll rüy git hay özl kal bek yoll rüy bek hay gözl yalnızl rüy bek hay bek aşk özl gözl rüy gözl bek git rüy rüy yoll hay özl hay rüy bek bek özl gel gec yoll aşk gec git hay kal rüy gel gel hay özl gözl gözl yalnızl gel gel aşk aşk yoll özl kal git gel rüy yalnızl özl rüy gec hay gel özl yoll kal yoll gel bek git bek git gel yoll kal gel aşk yoll yalnızl bek gec bek gözl bek gec yalnızl gec yoll gözl özl gel kal aşk git özl rüy gec gec yoll rüy özl hay gözl kal aşk gel bek hay hay yoll gözl bek aşk gözl kal özl yalnızl gözl kal gözl gözl bek özl yalnızl kal rüy bek bek aşk bek gec git kal kal git yalnızl kal kal kal rüy gel gözl git hay özl bek bek gec hay
Rüya,hay rüy özl gözl yoll gec özl aşk özl rüy rüy yoll yalnızl yalnızl gözl gec gec bek bek git yalnızl gel özl kal hay gözl yalnızl gec rüy gec kal git gözl yalnızl git gel kal hay aşk yalnızl gec gel bek aşk özl gözl özl gel yalnızl yoll bek gec yalnızl gözl yalnızl rüy kal yoll rüy hay yalnızl hay yoll yoll git gec rüy yalnızl rüy hay bek gec bek bek git gözl yoll gözl kal gözl kal yoll kal git kal aşk hay özl özl gel yalnızl git aşk gec özl aşk kal bek rüy gel gel rüy gel git özl bek özl aşk kal özl rüy gec gözl gel bek gözl yoll git yalnızl gel rüy rüy kal gel yoll yalnızl bek rüy yalnızl rüy yalnızl git kal gec özl yoll rüy özl özl yoll yoll rüy yalnızl gözl yoll hay gözl yalnızl gel rüy yalnızl kal hay kal rüy git gec özl aşk gözl özl git gec özl gözl yalnızl yoll bek bek hay gec kal yalnızl rüy kal bek hay yalnızl aşk özl rüy gel yoll gec özl hay bek rüy gec kal rüy yalnızl git özl hay gec rüy özl rüy git özl kal aşk gec git yoll kal gel rüy yoll gel gözl git kal gözl rüy yoll yoll bek yoll
Ben Bir Şarkıyım,özl gec aşk rüy kal gel hay gözl gec kal gözl hay gel gec aşk özl bek git bek git git yalnızl gec yoll yalnızl yalnızl rüy aşk bek bek gözl gel rüy gel bek yoll git aşk yoll yalnızl yoll aşk rüy kal gel yalnızl yoll hay rüy yoll hay hay bek yoll gec yalnızl hay yalnızl özl aşk hay aşk gözl gözl gözl yoll aşk hay özl özl aşk git gec özl kal yalnızl aşk bek bek aşk aşk git aşk hay bek rüy kal yoll aşk gözl kal kal yoll yalnızl gec özl rüy gec aşk özl özl git git git gözl aşk rüy hay yoll gözl yalnızl gec git git hay kal aşk bek kal rüy gel git kal kal özl gel git aşk gözl kal yoll rüy git aşk aşk yalnızl gel kal yalnızl bek kal yoll kal hay bek yoll aşk gözl git yalnızl aşk rüy yalnızl gec rüy yoll git rüy gel hay yoll kal git hay yoll yoll aşk rüy rüy gec yalnızl özl kal rüy gel yoll aşk bek yalnızl aşk aşk aşk aşk gel hay özl gec gözl hay gec gel rüy hay aşk git hay yoll rüy gec kal hay gözl rüy rüy git gözl yoll yalnızl git yoll git gözl kal bek gözl git yoll aşk git özl özl bek yalnızl git hay hay gec yoll yalnızl hay hay bek rüy özl özl gözl git yalnızl gözl yalnızl özl aşk rüy gözl özl gel bek bek yalnızl hay aşk özl rüy yalnızl gel rüy yoll git özl gec yalnızl rüy bek bek kal rüy gec kal gec bek kal aşk gözl gözl gözl gel gözl bek özl rüy gec özl yalnızl aşk kal gözl aşk gözl git git bek yoll gözl özl kal rüy gel aşk yoll kal gözl gec gec gel hay gel aşk gözl bek yoll aşk bek gözl gözl yalnızl gel yoll özl bek gel yalnızl git gec rüy aşk rüy rüy aşk aşk bek aşk aşk aşk git aşk aşk yalnızl hay bek gel git yoll bek kal bek yalnızl hay bek yalnızl yoll gec aşk bek gec git git rüy bek kal yalnızl gec gözl gec hay kal aşk gec gel gec gözl hay git gec aşk gel bek gözl gec yoll gözl git yalnızl özl rüy gözl kal yoll aşk git aşk gözl gözl bek git gel yalnızl kal kal gözl rüy gec gel rüy yalnızl gel rüy gec yoll kal kal yoll bek özl git aşk özl aşk bek gözl rüy rüy kal rüy gec bek kal yalnızl git kal gec yoll hay aşk gec gel özl gel gel rüy yalnızl hay bek yoll yoll aşk
Sorma,rüy git özl gec git git yoll gec gel özl gözl aşk yalnızl yalnızl kal kal bek gözl yoll git gözl yalnızl gel gözl gel gel yoll bek gözl gel yalnızl git gec git gel yoll bek gözl özl git gel git bek hay özl özl gözl git kal yoll bek yalnızl gözl gec bek bek rüy gec gel gözl yoll git git yoll git özl özl bek rüy yalnızl bek özl gec aşk gözl gec rüy yoll kal bek özl yoll gözl yoll yalnızl yalnızl kal özl gel rüy rüy kal gec gec gel kal kal özl kal aşk kal kal git hay yoll yoll kal kal bek bek kal özl hay yoll özl gec aşk özl aşk gözl yoll yalnızl gec gel gec hay kal bek yalnızl hay kal özl hay kal bek gel gözl git kal bek yalnızl yalnızl yalnızl kal rüy hay rüy hay yoll rüy aşk aşk gec gec gel gözl yalnızl gec gec bek yalnızl özl gec gec hay rüy gözl aşk gel gel hay gözl özl yoll özl özl rüy özl yalnızl hay özl hay gözl gel gel kal yoll git yoll gözl hay bek gel yoll git rüy gel yalnızl kal git hay özl rüy aşk rüy gel aşk gözl yalnızl bek yoll yoll bek bek aşk rüy gel hay hay bek yalnızl yoll gel kal yoll bek git gec gel gözl bek yoll hay gec yalnızl gel aşk hay yalnızl git yoll yalnızl aşk aşk kal gözl kal aşk hay gec rüy gel gec git aşk gözl aşk kal gel gel
Sorma,kal hay özl kal aşk gel git yalnızl bek git hay hay yalnızl aşk yoll aşk gel gec özl gözl yoll gözl aşk gec gec kal rüy gel aşk yalnızl gözl aşk bek gel yalnızl aşk hay kal kal gözl gözl rüy aşk kal git gözl özl yoll gözl yalnızl hay git rüy aşk hay kal gözl yalnızl rüy gel özl özl bek bek yalnızl git git git gel özl gözl hay hay yalnızl git bek gözl git bek rüy hay git git yalnızl git özl git gel rüy yalnızl aşk gözl git yalnızl gel bek kal gel gözl gec gec yalnızl yalnızl kal özl bek özl rüy bek kal yalnızl gec rüy gec gel hay gec kal özl kal kal yoll hay gec bek rüy rüy git bek yalnızl özl hay gec yalnızl aşk bek hay özl kal yalnızl aşk hay yalnızl yoll gel özl gözl gözl gözl bek yoll gözl bek bek rüy aşk özl aşk yalnızl özl kal gec kal hay gel rüy yoll gel gel hay gözl gözl gözl kal yoll rüy hay gözl gec yoll gözl yoll git yoll özl gec yalnızl gec gel rüy gözl yalnızl gel rüy hay rüy gözl özl yoll gel aşk yalnızl kal yalnızl yalnızl gözl bek yoll yalnızl özl özl yalnızl rüy aşk git özl rüy yoll yoll gözl gel yoll hay özl kal git yoll gec gözl yalnızl bek gec rüy gec rüy gözl gec yalnızl gel yoll yalnızl git rüy
Sorma,kal yalnızl özl hay gel hay rüy özl gözl gel git gec yalnızl aşk kal özl hay rüy aşk gözl özl bek gözl gec gel gec kal bek bek yoll gec yalnızl git hay yalnızl özl hay yalnızl yoll gözl bek hay bek yoll özl gec hay özl rüy gözl yalnızl bek özl aşk gözl hay gel git bek git gec git kal gec kal yoll git hay aşk gözl rüy bek yalnızl git bek özl gec kal bek git gözl rüy gec kal gel yoll git rüy yalnızl yoll git git hay yalnızl rüy git git yoll kal git bek gec kal yalnızl rüy özl gel kal kal aşk hay gel bek gözl rüy bek gel bek özl özl gec aşk yalnızl git özl aşk rüy git aşk gel aşk yalnızl git gec özl aşk yalnızl yalnızl gel hay aşk yalnızl rüy git gec git hay gözl git gec bek gözl yoll kal gec gec yalnızl rüy aşk git git gel bek rüy yoll hay gözl yoll yoll rüy gözl bek yalnızl gözl aşk bek aşk hay rüy gözl gel yalnızl aşk bek rüy yalnızl yalnızl özl git özl rüy aşk gel rüy gel gec gel hay gözl git özl gel bek gözl yalnızl bek yoll kal gel aşk hay rüy gec gec gözl yoll rüy gec aşk rüy aşk yoll rüy rüy hay bek yalnızl gec hay bek yalnızl yoll rüy aşk yoll yoll yalnızl kal yalnızl yalnızl yalnızl yalnızl hay aşk gözl özl aşk bek rüy rüy yalnızl gel gözl yalnızl git gel gözl gec gel yalnızl gözl hay özl kal bek özl yoll kal yoll gözl hay gec gec bek kal kal gec yoll yalnızl git yalnızl gel aşk gec bek gel yoll hay gel yoll yalnızl gözl gel yoll gözl aşk gel kal kal aşk özl yalnızl gözl
Yalnızlık Senfonisi,git git özl yalnızl yalnızl kal özl yoll yalnızl git kal bek git kal yalnızl gözl rüy git git özl hay aşk bek git bek aşk bek gel gec özl özl bek kal rüy aşk gel bek gel hay özl özl gözl rüy aşk özl gec kal gec gel gözl hay yoll git yalnızl git git özl gel gözl gel yoll yoll kal rüy yoll gec gel aşk gözl hay git bek aşk git rüy bek yalnızl gözl gec bek git git yoll gel hay bek hay yalnızl gel aşk gel gec gec aşk bek aşk yalnızl yalnızl gözl yalnızl gec gel gel yoll hay kal gel yoll bek özl gözl yoll gözl yalnızl git yalnızl rüy gözl gel aşk aşk özl rüy yalnızl aşk gec hay gec kal git kal hay yalnızl bek gec özl yalnızl bek gec aşk aşk yoll gel kal aşk hay kal gözl yoll kal gözl gec gel rüy rüy rüy gözl gel kal özl gec aşk gec aşk bek kal bek hay yoll özl hay gel gec gec git özl git hay bek yoll hay kal bek yoll kal hay aşk yoll gözl git gec yalnızl kal yalnızl gel bek rüy bek aşk rüy hay aşk gec gözl özl bek rüy gel rüy gözl gec gec gel özl yalnızl aşk hay yalnızl yoll yalnızl gec özl hay gec aşk gec gec git bek git git git özl gel hay git kal aşk git hay gözl gözl hay gec gec aşk hay yoll git yalnızl hay rüy aşk gel yoll git hay git rüy gözl hay gözl gel aşk gec rüy gel yoll yalnızl özl git gel yalnızl aşk kal yalnızl gel kal git gel gözl yoll gec kal özl bek kal yoll aşk özl gözl özl özl aşk aşk yoll rüy gec özl rüy aşk hay kal aşk yalnızl gec git
Sorma,gel git git gel rüy gec yoll aşk bek aşk kal özl aşk gözl gel kal özl gec gec bek rüy bek hay gözl gözl hay özl rüy kal git yoll hay yoll gözl rüy yalnızl bek yalnızl hay bek özl rüy gözl gec kal gözl özl yoll yoll aşk gel hay özl aşk gec kal aşk gel rüy yalnızl git yalnızl kal yalnızl gec kal git aşk gel rüy özl rüy özl rüy gel gel bek git rüy git yalnızl git gözl gözl yoll aşk yalnızl gec gözl gözl yalnızl rüy özl yoll aşk aşk kal yoll hay git hay yalnızl git hay özl git gel git git gec yoll gec bek git bek kal yalnızl kal aşk gel gözl yoll aşk rüy gec aşk kal git gel rüy rüy gözl git yalnızl hay kal gözl bek gec git git gözl aşk özl yalnızl bek git aşk bek bek özl yoll bek bek bek rüy hay yalnızl bek aşk aşk gel hay yalnızl bek yoll özl rüy bek hay yoll bek gel git yalnızl git aşk gel gözl bek gel bek gec git gel özl kal yoll git bek yoll yoll kal gec kal özl git gel yoll rüy gözl yoll kal kal kal bek gec aşk gel gec rüy git gec gec kal yoll aşk özl özl kal özl yalnızl özl hay hay bek gel aşk aşk hay git bek hay kal yoll gec gözl yoll aşk rüy rüy özl bek yoll gec bek rüy özl hay git hay git rüy bek gec özl bek git hay bek bek kal yoll hay git gec rüy bek özl kal rüy git yalnızl git aşk özl aşk yalnızl yalnızl yoll git gec hay rüy özl rüy gec özl yalnızl git gel gözl özl kal yalnızl rüy kal gözl bek bek rüy hay özl gözl aşk bek gel kal yoll gel rüy gec özl gözl özl gec bek kal yalnızl aşk rüy yoll kal aşk yoll bek gözl rüy yalnızl yoll yoll gec yalnızl git hay gec gec git git bek git git yoll rüy rüy hay özl hay hay yoll
Ağla Kalbim,gel yalnızl aşk yoll kal rüy yoll yalnızl git hay aşk yoll aşk git rüy kal rüy git özl aşk yalnızl rüy gözl kal bek yalnızl gel git gözl gel bek hay özl bek gel yalnızl rüy aşk gözl rüy gözl hay kal aşk bek gel kal bek yalnızl aşk yalnızl gel bek hay gözl git kal yalnızl gel kal gec özl gel yalnızl aşk yoll kal hay özl yalnızl gel aşk yoll yalnızl kal git rüy rüy hay bek kal yalnızl git gec rüy gözl hay hay bek rüy gel hay gec aşk hay kal git yoll rüy gözl aşk yalnızl gözl gözl gec rüy özl gec gözl kal özl bek gözl bek rüy yalnızl kal hay git aşk gözl bek git hay kal özl özl hay rüy gec kal gel hay gel yoll yalnızl gec aşk rüy aşk gec rüy kal yalnızl aşk yalnızl hay gec gözl yoll gec kal özl gec kal rüy bek rüy gel gel yoll rüy kal hay yoll kal gec rüy gel yalnızl yoll rüy kal gec kal gec aşk özl aşk git aşk kal bek kal kal hay hay gözl aşk özl rüy gözl rüy bek yalnızl hay yalnızl gözl rüy yoll hay hay gec gözl kal bek özl rüy gözl özl hay yalnızl rüy bek git rüy özl rüy gel git yoll kal hay bek bek kal rüy özl gec gec bek gec yalnızl gel bek yoll gözl bek bek git gec git git rüy gözl özl yalnızl gel yalnızl yoll gel bek rüy yalnızl gel gec kal bek gec hay gel gel gel yoll gec gec yoll gel yoll özl özl özl gec özl yalnızl bek gözl hay yoll yoll yalnızl hay aşk git gel yoll gözl aşk hay özl özl hay gel yalnızl özl yoll bek gözl yoll git gel hay gec hay aşk yoll rüy gel rüy özl yoll hay hay git yoll gel kal özl gec yoll bek yalnızl rüy gel gözl git gözl git aşk bek özl gec gözl gec aşk gel rüy yalnızl yoll yalnızl rüy gözl rüy özl yoll gec yoll aşk özl gel gec gel gel bek yoll yalnızl gec bek aşk yalnızl kal kal
Sorma,özl git yoll gec git gözl gel aşk aşk rüy gec gözl bek bek rüy gec git hay yoll özl aşk gözl özl hay özl bek rüy gel rüy git gel yoll rüy rüy gözl özl kal bek bek kal gec bek git yalnızl yoll gözl rüy özl yoll yoll özl aşk özl özl gec aşk yoll rüy bek git rüy git gözl git git yalnızl gel hay yoll gec gec yoll hay bek kal özl gel aşk rüy git yoll aşk hay kal özl rüy aşk gözl yoll rüy kal gel gec gec aşk rüy kal yalnızl hay rüy aşk özl kal hay git kal gel hay gel yalnızl kal aşk yoll aşk git özl yalnızl yoll gözl bek aşk gec hay yalnızl gözl gözl özl yoll yoll bek kal kal gözl bek bek hay yoll yoll kal gözl aşk hay kal özl aşk aşk gec gel hay kal rüy yalnızl aşk gözl gec gel yalnızl gözl rüy rüy yoll gözl bek yalnızl gec gözl gözl rüy git git kal aşk yalnızl gözl yoll gec bek hay gel hay bek gec kal özl gözl özl kal gec hay gözl kal bek gel aşk gec gözl kal aşk gel kal gel bek git bek gel gec özl özl gel gec aşk git gözl hay git gel bek rüy hay git yoll gel gözl özl bek hay git gözl yalnızl özl özl bek hay gözl gözl bek kal yalnızl aşk bek gel yoll kal rüy gec gec aşk git
Rüya,rüy gel bek hay git özl kal yoll rüy gec kal aşk bek hay aşk özl git yoll git kal bek hay gel bek bek hay gel özl gec bek yalnızl gec git yoll git aşk gel aşk yoll gözl yoll aşk rüy gec yalnızl yalnızl bek yalnızl gec hay yalnızl bek rüy yalnızl git yalnızl bek gec yoll bek rüy özl kal bek aşk gel gözl gel hay yoll bek hay yalnızl yoll gözl git yalnızl gözl gec aşk gec gec kal gec gec hay özl git yoll gözl bek özl kal özl gec git yalnızl gel gel özl kal hay gec git gec gec git aşk rüy hay gec aşk yalnızl rüy hay rüy gec kal rüy rüy bek aşk aşk yoll yalnızl yalnızl rüy hay gel yalnızl gec git aşk bek gözl gözl yalnızl kal bek hay rüy aşk bek yalnızl aşk gözl kal yoll gözl gel rüy yalnızl yoll git yoll gec bek bek gec aşk gec kal gec bek aşk özl hay yoll gec gec gözl aşk aşk yoll aşk yoll kal yalnızl aşk özl gel yalnızl gözl git rüy gözl kal kal git kal aşk gel kal gel bek rüy yalnızl bek aşk aşk yoll yoll gözl yalnızl gözl kal rüy git git hay rüy yalnızl gec hay rüy gec hay git gözl rüy yoll kal kal gel hay gec git bek yoll yalnızl gec gözl rüy kal yalnızl kal aşk gözl yoll gel bek kal rüy gel gözl özl yoll gel gec gel yalnızl hay rüy gec özl gel rüy rüy bek rüy yalnızl özl rüy gözl hay yalnızl gözl kal gözl aşk özl yalnızl bek gel hay gec gec yoll özl kal aşk gel git özl yalnızl bek gözl
Haydi Gel İçelim,gel bek bek aşk yoll bek gel rüy aşk bek gel hay özl hay aşk gel yoll bek hay git git bek kal aşk rüy gözl hay hay kal hay hay yalnızl aşk rüy özl gec hay git git git özl gec gec gözl aşk kal özl özl yoll aşk özl gözl özl bek rüy yoll özl gel hay gel kal gec gözl aşk aşk gözl gec kal bek gec gözl bek yoll git yalnızl yoll bek bek git rüy aşk git gel yalnızl gözl gel bek bek kal kal aşk bek hay aşk aşk gözl bek bek bek aşk yoll gel bek aşk gözl aşk aşk bek yalnızl bek kal bek gözl yoll yalnızl yalnızl hay rüy gel hay yoll yalnızl gec gözl yalnızl yalnızl bek yalnızl kal yoll rüy aşk git kal kal bek gel özl yoll rüy gel rüy rüy gel gec gec özl rüy aşk yoll gec hay yoll git yalnızl gözl git gec rüy aşk yalnızl yoll yalnızl kal yoll gel rüy hay bek özl git hay gel gec özl aşk hay git rüy gec gec özl aşk rüy bek bek rüy yalnızl yoll gözl gel gec kal rüy bek özl özl yoll git git gec yalnızl hay bek bek gözl yalnızl özl yalnızl git
Kara Sevda,kal bek hay özl hay hay git git hay git bek aşk gel bek gec özl aşk bek özl git yoll kal bek hay gözl yoll gözl gözl hay git yoll bek gec yoll yoll yoll gözl özl özl bek yoll git gel rüy git yalnızl özl yoll bek aşk git özl özl gel bek gec gözl gözl gözl gel bek kal gel yalnızl gözl gec rüy aşk yoll gec yalnızl rüy gec kal gözl bek gec rüy gel rüy aşk kal kal bek özl yoll hay kal git yoll aşk gözl rüy yalnızl aşk gec yalnızl git yalnızl bek gec bek bek rüy hay özl bek özl gel gözl gözl özl gözl gec gözl yoll aşk gel gel yoll gec git hay gözl hay aşk git gec yoll özl aşk rüy bek git gec yalnızl özl kal kal gözl özl gel yoll özl aşk hay bek gözl rüy gel gel gec git aşk aşk aşk bek git yoll kal özl git bek yoll kal rüy aşk hay rüy aşk rüy gözl yoll kal kal aşk gel özl yalnızl git aşk yalnızl hay gel kal git rüy gel gözl aşk hay gözl aşk özl kal rüy hay aşk gel yoll git gel gec hay yalnızl bek hay yalnızl aşk hay gec gec gel yalnızl aşk gözl rüy gel bek hay gel gec gözl gözl yoll gec gec gel gel rüy yoll aşk gel yalnızl yalnızl gel aşk yoll yalnızl rüy gec git gözl kal yoll hay bek gel git yalnızl bek özl rüy gel gel rüy bek özl aşk hay gel gözl rüy rüy git aşk yoll gel rüy gel yoll kal gözl gözl gel gel rüy gec git gözl aşk bek gel yoll gel özl bek gel gözl yalnızl özl gel git gözl özl yalnızl özl bek yalnızl aşk gözl yalnızl kal bek yoll hay aşk gözl rüy özl rüy özl gözl hay gözl gel yalnızl git yalnızl gel bek kal kal rüy gel gözl rüy git gel aşk gözl aşk rüy gözl gel gel yoll yoll git kal rüy rüy yoll yoll yoll gözl gözl gec gel kal özl gözl kal rüy hay rüy gel hay bek gel gec git bek rüy yalnızl gel kal yoll rüy yoll bek git gözl yoll hay git rüy yalnızl bek hay gec aşk gözl rüy gözl özl gec gel aşk rüy özl yalnızl yoll gel kal gec aşk hay bek gel git gec gözl özl git özl yalnızl git gec gel yoll gec kal hay hay özl gözl aşk yoll rüy git hay yalnızl yoll özl gel rüy gözl gözl yoll kal yoll özl özl hay aşk gel gec git yalnızl yoll yalnızl rüy kal git yoll kal bek özl rüy gec rüy gözl hay git kal git gec rüy bek bek bek rüy gözl git gel hay yoll git aşk yoll yoll gözl gec gec bek özl gec rüy özl yoll git rüy yoll özl rüy rüy özl gel bek yoll rüy yalnızl hay gel
İstanbul Hatırası,yoll yoll gözl kal yoll kal gec gel gel gec gec kal yalnızl git yalnızl gel gel hay git bek yoll gözl gel rüy hay rüy aşk gözl yalnızl git gec gözl rüy git özl bek hay git yoll özl rüy kal hay hay bek kal özl gec aşk git yoll gec git gec gözl yalnızl aşk git gec gözl özl kal yoll aşk gözl yalnızl rüy özl hay aşk gel gel gec bek kal bek hay hay aşk yalnızl gel yoll bek bek gec yoll kal özl git git özl bek aşk gözl yoll git kal gel özl gel rüy git gel git yoll yalnızl bek hay bek git yoll yoll bek git hay yalnızl yalnızl hay hay yoll gözl yalnızl kal özl gec rüy hay bek gözl git aşk yoll kal yalnızl bek rüy yalnızl özl gec kal kal hay gel aşk gel hay gec yalnızl kal gel gec hay yoll yalnızl gec özl aşk gel bek gözl hay gözl aşk git kal yalnızl git gec kal yalnızl hay gel gel yalnızl aşk rüy bek kal rüy hay gec git gel kal gec git gözl aşk bek özl kal gözl hay gec rüy gec gec gec bek aşk özl bek gözl yoll yalnızl gel özl aşk yalnızl yalnızl rüy hay git özl aşk rüy gec hay özl rüy gözl bek gel aşk git yalnızl aşk git git hay git aşk rüy bek gec yalnızl gel bek yalnızl aşk rüy gel kal gözl rüy git yoll git özl kal gel yalnızl yalnızl gec yalnızl yalnızl bek gözl git özl yalnızl yalnızl rüy git git yalnızl gec bek rüy rüy yoll hay özl gel hay git
